Name,Slug,Submissions,Accuracy,QuestionURL,Platform
Rotate the String,ROTSTRNG,111,12.71,https://www.codechef.com/problems/ROTSTRNG,Codechef
Help the soldier,SOLDIER,113,23.52,https://www.codechef.com/problems/SOLDIER,Codechef
Matrix,MATRIX2,113,23.84,https://www.codechef.com/problems/MATRIX2,Codechef
Mountain Holidays,MOU1H,114,28.43,https://www.codechef.com/problems/MOU1H,Codechef
Sereja and Arrays,SEARRAYS,114,44.23,https://www.codechef.com/problems/SEARRAYS,Codechef
The Warehouse,WPROB,116,44.79,https://www.codechef.com/problems/WPROB,Codechef
Divisible Pairs,DIVPAIR,122,19.5,https://www.codechef.com/problems/DIVPAIR,Codechef
Adding Fractions,ADDFRAC,123,14.94,https://www.codechef.com/problems/ADDFRAC,Codechef
Divide the Tangerine,TANGDIV,129,28.71,https://www.codechef.com/problems/TANGDIV,Codechef
Kamehameha,KMHAMHA,130,36.82,https://www.codechef.com/problems/KMHAMHA,Codechef
A Story with Strings,SSTORY,130,16.86,https://www.codechef.com/problems/SSTORY,Codechef
Level Of Difference,TASTR,133,12.14,https://www.codechef.com/problems/TASTR,Codechef
Project Spoon,SPOONS,134,29.56,https://www.codechef.com/problems/SPOONS,Codechef
Just multiply,LCH15JEF,138,23.2,https://www.codechef.com/problems/LCH15JEF,Codechef
World War 2,WW2,139,35.09,https://www.codechef.com/problems/WW2,Codechef
Parenthesis with Maximum Sum Subarray,SUBARRAY,139,21.76,https://www.codechef.com/problems/SUBARRAY,Codechef
ChefGame,CHEFGAME,140,23.1,https://www.codechef.com/problems/CHEFGAME,Codechef
Tywins Tactics,TYTACTIC,140,19.98,https://www.codechef.com/problems/TYTACTIC,Codechef
Chef and Numbers,CHRL3,150,20.94,https://www.codechef.com/problems/CHRL3,Codechef
"A wolf, a sheep and cabbage",WSC,151,26.15,https://www.codechef.com/problems/WSC,Codechef
Money Matters,MONEY,152,13.87,https://www.codechef.com/problems/MONEY,Codechef
The Uncountable Ways,CNTWAYS,154,26.59,https://www.codechef.com/problems/CNTWAYS,Codechef
Buttons,BUTTONS,157,10.18,https://www.codechef.com/problems/BUTTONS,Codechef
Chef and medium problem 2,CHEFD,159,24.63,https://www.codechef.com/problems/CHEFD,Codechef
Number of Ways ,NWAYS,159,52.42,https://www.codechef.com/problems/NWAYS,Codechef
Book Game with Chef,ANUBGC,160,37.55,https://www.codechef.com/problems/ANUBGC,Codechef
Chef and Array,FRMQ,162,11.28,https://www.codechef.com/problems/FRMQ,Codechef
Counting Matrices,CNPIIM,166,24.91,https://www.codechef.com/problems/CNPIIM,Codechef
Queries on the String,QSET,166,23.81,https://www.codechef.com/problems/QSET,Codechef
Divisible Subset,DIVSUBS,174,19.52,https://www.codechef.com/problems/DIVSUBS,Codechef
Dynamic Inversion,DYNAINV,174,16.89,https://www.codechef.com/problems/DYNAINV,Codechef
A Home for Chef,CHEFHOME,178,35.07,https://www.codechef.com/problems/CHEFHOME,Codechef
Mike and Task Packages,MIKE2,179,18.76,https://www.codechef.com/problems/MIKE2,Codechef
Polo the Penguin and the XOR,PPXOR,183,26.17,https://www.codechef.com/problems/PPXOR,Codechef
Game of Divisors,DIVGAME,188,34.36,https://www.codechef.com/problems/DIVGAME,Codechef
Sphere in a tetrahedron,TETRA,191,60.81,https://www.codechef.com/problems/TETRA,Codechef
Chef and easy problem 2,CHEFB,195,16.73,https://www.codechef.com/problems/CHEFB,Codechef
Coal Scam,COALSCAM,215,29,https://www.codechef.com/problems/COALSCAM,Codechef
Little Elephant and Painting,LEPAINT,222,58.35,https://www.codechef.com/problems/LEPAINT,Codechef
Online Shopping,COUPON,230,16.72,https://www.codechef.com/problems/COUPON,Codechef
Physics Class,PHYSICS,230,25.16,https://www.codechef.com/problems/PHYSICS,Codechef
The Sports Stadium,STADIUM,234,28.75,https://www.codechef.com/problems/STADIUM,Codechef
The Rise and Fall of Power,MARCHA4,259,6.45,https://www.codechef.com/problems/MARCHA4,Codechef
Chef and Gift,CHGIFT1,261,12.83,https://www.codechef.com/problems/CHGIFT1,Codechef
Magic Trick,MTRICK,265,21.64,https://www.codechef.com/problems/MTRICK,Codechef
Little Elephant and T-Shirts,TSHIRTS,271,43.52,https://www.codechef.com/problems/TSHIRTS,Codechef
Cascading Style Sheets,CSS2,271,37.7,https://www.codechef.com/problems/CSS2,Codechef
Knapsack Problem,KNPSK,282,18.91,https://www.codechef.com/problems/KNPSK,Codechef
Chef and Shop,CHRL1,286,33.13,https://www.codechef.com/problems/CHRL1,Codechef
Prime Permutations,PPERM,288,37.31,https://www.codechef.com/problems/PPERM,Codechef
Stable Marriage Problem,STABLEMP,290,40.99,https://www.codechef.com/problems/STABLEMP,Codechef
Delivery Man,TADELIVE,304,20.02,https://www.codechef.com/problems/TADELIVE,Codechef
Subarray LCM,SUBLCM,306,21.93,https://www.codechef.com/problems/SUBLCM,Codechef
Chef and Reunion,LPAIR,317,35.94,https://www.codechef.com/problems/LPAIR,Codechef
Play on Words,WORDS1,329,11.58,https://www.codechef.com/problems/WORDS1,Codechef
ABC-Strings,ABCSTR,333,26.59,https://www.codechef.com/problems/ABCSTR,Codechef
Multiples of 3,MULTQ3,394,11.61,https://www.codechef.com/problems/MULTQ3,Codechef
Player,RRPLAYER,405,66.3,https://www.codechef.com/problems/RRPLAYER,Codechef
Shift The String,TASHIFT,407,23.46,https://www.codechef.com/problems/TASHIFT,Codechef
Mahesh and his lost array,ANUMLA,425,25.22,https://www.codechef.com/problems/ANUMLA,Codechef
One Dimensional Kingdoms,ONEKING,436,27.98,https://www.codechef.com/problems/ONEKING,Codechef
Friends,RRFRNDS,463,20.8,https://www.codechef.com/problems/RRFRNDS,Codechef
Connecting Soldiers,NOKIA,487,51.09,https://www.codechef.com/problems/NOKIA,Codechef
And Operation,TAAND,488,22.85,https://www.codechef.com/problems/TAAND,Codechef
Pouring water,POUR1,550,21.18,https://www.codechef.com/problems/POUR1,Codechef
Sereja and Votes,SEAVOTE,576,30.87,https://www.codechef.com/problems/SEAVOTE,Codechef
Pairwise AND sum,AND,685,12.97,https://www.codechef.com/problems/AND,Codechef
Number of Factors,NUMFACT,878,13.37,https://www.codechef.com/problems/NUMFACT,Codechef
Mixtures,MIXTURES,975,30.47,https://www.codechef.com/problems/MIXTURES,Codechef
Array Transform,ARRAYTRM,1047,29.06,https://www.codechef.com/problems/ARRAYTRM,Codechef
Flipping Coins,FLIPCOIN,1225,15.12,https://www.codechef.com/problems/FLIPCOIN,Codechef
Root of the Problem,TREEROOT,1424,70.55,https://www.codechef.com/problems/TREEROOT,Codechef
The Next Palindrome,PALIN,1856,12.19,https://www.codechef.com/problems/PALIN,Codechef
Marbles,MARBLES,2485,27.28,https://www.codechef.com/problems/MARBLES,Codechef
Closing the Tweets,TWTCLOSE,2594,47.96,https://www.codechef.com/problems/TWTCLOSE,Codechef
Prime Generator,PRIME1,3524,14.15,https://www.codechef.com/problems/PRIME1,Codechef
Bytelandian gold coins,COINS,5935,15.02,https://www.codechef.com/problems/COINS,Codechef
Name,Slug,Submissions,Accuracy,QuestionURL,Platform
Chef and Way,CHRL4,225,7.42,https://www.codechef.com/problems/CHRL4,Codechef
Chef And Operators,CHOPRT,477,27.82,https://www.codechef.com/problems/CHOPRT,Codechef
Gregorian Calendar,FLOW015,510,15.92,https://www.codechef.com/problems/FLOW015,Codechef
Cooking Machine,COOKMACH,524,25.2,https://www.codechef.com/problems/COOKMACH,Codechef
Chef and his Sequence,CHEFSQ,526,17.39,https://www.codechef.com/problems/CHEFSQ,Codechef
Minimum Maximum,MNMX,551,24.97,https://www.codechef.com/problems/MNMX,Codechef
Chef and Dolls,MISSP,553,25.54,https://www.codechef.com/problems/MISSP,Codechef
Farmer And His Plot,RECTSQ,574,35.46,https://www.codechef.com/problems/RECTSQ,Codechef
Chef and String,CHRL2,717,30.35,https://www.codechef.com/problems/CHRL2,Codechef
Grade The Steel,FLOW014,718,37.52,https://www.codechef.com/problems/FLOW014,Codechef
Devu and Grapes,DEVUGRAP,719,51.23,https://www.codechef.com/problems/DEVUGRAP,Codechef
Gross Salary,FLOW011,721,20.01,https://www.codechef.com/problems/FLOW011,Codechef
Id and Ship,FLOW010,723,40.65,https://www.codechef.com/problems/FLOW010,Codechef
GCD and LCM,FLOW016,723,24.35,https://www.codechef.com/problems/FLOW016,Codechef
The Block Game,PALL01,724,48.53,https://www.codechef.com/problems/PALL01,Codechef
Total Expenses,FLOW009,727,21.94,https://www.codechef.com/problems/FLOW009,Codechef
Primality Test,PRB01,728,42,https://www.codechef.com/problems/PRB01,Codechef
Brackets,BRACKETS,730,52.47,https://www.codechef.com/problems/BRACKETS,Codechef
Chef and Two Strings,CHEFSTLT,749,59.35,https://www.codechef.com/problems/CHEFSTLT,Codechef
Smallest Numbers of Notes,FLOW005,752,54.89,https://www.codechef.com/problems/FLOW005,Codechef
Valid Triangles,FLOW013,753,41.03,https://www.codechef.com/problems/FLOW013,Codechef
Chef and the Wildcard Matching,TWOSTR,765,40.56,https://www.codechef.com/problems/TWOSTR,Codechef
Cops and the Thief Devu,COPS,797,54.59,https://www.codechef.com/problems/COPS,Codechef
Servant,FLOW008,829,55.01,https://www.codechef.com/problems/FLOW008,Codechef
Piece of cake,LCH15JAB,830,50.39,https://www.codechef.com/problems/LCH15JAB,Codechef
Version Control System,VCS,835,59.49,https://www.codechef.com/problems/VCS,Codechef
Small Factorial,FLOW018,893,46.17,https://www.codechef.com/problems/FLOW018,Codechef
Second Largest,FLOW017,899,47.8,https://www.codechef.com/problems/FLOW017,Codechef
Finding Square Roots,FSQRT,937,58.97,https://www.codechef.com/problems/FSQRT,Codechef
Number Mirror,START01,1035,64.68,https://www.codechef.com/problems/START01,Codechef
Good Joke!,RRJOKE,1068,67.69,https://www.codechef.com/problems/RRJOKE,Codechef
Greedy puppy,GDOG,1073,35.15,https://www.codechef.com/problems/GDOG,Codechef
First and Last Digit,FLOW004,1113,57.93,https://www.codechef.com/problems/FLOW004,Codechef
Reverse The Number,FLOW007,1133,39.14,https://www.codechef.com/problems/FLOW007,Codechef
Find Remainder,FLOW002,1160,63.38,https://www.codechef.com/problems/FLOW002,Codechef
Fit Squares in Triangle,TRISQ,1294,67.39,https://www.codechef.com/problems/TRISQ,Codechef
Sum of Digits,FLOW006,1308,52.54,https://www.codechef.com/problems/FLOW006,Codechef
Add Two Numbers,FLOW001,1388,48.26,https://www.codechef.com/problems/FLOW001,Codechef
Tanu and Head-bob,HEADBOB,1420,55.54,https://www.codechef.com/problems/HEADBOB,Codechef
Lucky Four,LUCKFOUR,1585,64.75,https://www.codechef.com/problems/LUCKFOUR,Codechef
The Smallest Pair,SMPAIR,1909,30.23,https://www.codechef.com/problems/SMPAIR,Codechef
Three Way Communications,COMM3,3723,51.81,https://www.codechef.com/problems/COMM3,Codechef
Chef and Remissness,REMISS,3900,62.41,https://www.codechef.com/problems/REMISS,Codechef
Snape and Ladder,SNAPE,4129,64.64,https://www.codechef.com/problems/SNAPE,Codechef
Cutting Recipes,RECIPE,5402,48.61,https://www.codechef.com/problems/RECIPE,Codechef
Ciel and Receipt,CIELRCPT,6661,61.76,https://www.codechef.com/problems/CIELRCPT,Codechef
Transform the Expression,ONP,7061,46.03,https://www.codechef.com/problems/ONP,Codechef
Packaging Cupcakes,MUFFINS3,7599,57.57,https://www.codechef.com/problems/MUFFINS3,Codechef
Ambiguous Permutations,PERMUT2,7731,41.27,https://www.codechef.com/problems/PERMUT2,Codechef
Sums in a Triangle,SUMTRIAN,8619,37.07,https://www.codechef.com/problems/SUMTRIAN,Codechef
The Lead Game,TLG,10349,22.46,https://www.codechef.com/problems/TLG,Codechef
Turbo Sort,TSORT,12121,22.99,https://www.codechef.com/problems/TSORT,Codechef
Small factorials,FCTRL2,16480,23.01,https://www.codechef.com/problems/FCTRL2,Codechef
Factorial,FCTRL,23081,35.16,https://www.codechef.com/problems/FCTRL,Codechef
Enormous Input Test,INTEST,28990,36.69,https://www.codechef.com/problems/INTEST,Codechef
ATM,HS08TEST,39493,22.43,https://www.codechef.com/problems/HS08TEST,Codechef
"Life, the Universe, and Everything",TEST,56336,32.49,https://www.codechef.com/problems/TEST,Codechef
Name,Slug,Submissions,Accuracy,QuestionURL,Platform
Post Office,POST,0,0,https://www.codechef.com/problems/POST,Codechef
Problem With Strings,ACMKANPA,0,0,https://www.codechef.com/problems/ACMKANPA,Codechef
Chef and the Dual Palindromes,DUALPAL,0,0,https://www.codechef.com/problems/DUALPAL,Codechef
The Archipelago,ARCHPLG,1,0.75,https://www.codechef.com/problems/ARCHPLG,Codechef
Stringology is Magic,QSTRING,1,0.45,https://www.codechef.com/problems/QSTRING,Codechef
Ciel and Communications System,CIELWEB,4,30.77,https://www.codechef.com/problems/CIELWEB,Codechef
A game on a graph,HAMILG,4,9.3,https://www.codechef.com/problems/HAMILG,Codechef
Connect Points,CONPOIN,4,11.59,https://www.codechef.com/problems/CONPOIN,Codechef
Get a Clue,CLUE,5,21.74,https://www.codechef.com/problems/CLUE,Codechef
Product of Digits Again,DIGITS2,5,31.58,https://www.codechef.com/problems/DIGITS2,Codechef
Colored Domino Tilings and Cuts,DOMNOCUT,5,50,https://www.codechef.com/problems/DOMNOCUT,Codechef
Hypertrees,HYPER,5,62.5,https://www.codechef.com/problems/HYPER,Codechef
Ciel and Karaoke,CIELKARA,5,60,https://www.codechef.com/problems/CIELKARA,Codechef
Three-Degree-Bounded Maximum Cost Subtree,DEG3MAXT,5,75,https://www.codechef.com/problems/DEG3MAXT,Codechef
Chefbook,CHEFBOOK,5,29.63,https://www.codechef.com/problems/CHEFBOOK,Codechef
Future of draughts,CLOWAY,5,20.83,https://www.codechef.com/problems/CLOWAY,Codechef
Packing the Boxes,A5,6,4.55,https://www.codechef.com/problems/A5,Codechef
Chemical reactions,G5,6,31.03,https://www.codechef.com/problems/G5,Codechef
Effective Sets,J4,6,4.07,https://www.codechef.com/problems/J4,Codechef
Heroes of Magical Might,N2,6,46.15,https://www.codechef.com/problems/N2,Codechef
Graph Counting,GRAPHCT,6,35.29,https://www.codechef.com/problems/GRAPHCT,Codechef
Escape The Ruins,ESCAPE,6,30.77,https://www.codechef.com/problems/ESCAPE,Codechef
Traffic Jam,ACMKANPC,6,31.82,https://www.codechef.com/problems/ACMKANPC,Codechef
Algebra Express,ACMKANPE,6,6.73,https://www.codechef.com/problems/ACMKANPE,Codechef
Generalized Independent Sets,GENIND,6,47.37,https://www.codechef.com/problems/GENIND,Codechef
Harmonious Decorating,HARMONY,6,66.67,https://www.codechef.com/problems/HARMONY,Codechef
Attack of the Clones,CLONES,6,37.5,https://www.codechef.com/problems/CLONES,Codechef
Something About Divisors,DIVISORS,6,17.78,https://www.codechef.com/problems/DIVISORS,Codechef
Misinterpretation 2,MISINT2,6,31.58,https://www.codechef.com/problems/MISINT2,Codechef
Find a Subsequence,FINDSEQ,6,13.11,https://www.codechef.com/problems/FINDSEQ,Codechef
Flight Distance,FLYDIST,6,29.63,https://www.codechef.com/problems/FLYDIST,Codechef
Ciel and Earthquake,CIELQUAK,6,29.17,https://www.codechef.com/problems/CIELQUAK,Codechef
Find a special connected block,CONNECT,6,10.91,https://www.codechef.com/problems/CONNECT,Codechef
Little Elephant and Colored Coins,LECOINS,6,25,https://www.codechef.com/problems/LECOINS,Codechef
Cool Numbers,COOLNUM,6,5.69,https://www.codechef.com/problems/COOLNUM,Codechef
Ciel and Ball Guessing Game,CIELBALL,6,25.81,https://www.codechef.com/problems/CIELBALL,Codechef
Little Elephant and Sheet,LEPAPER,6,18.75,https://www.codechef.com/problems/LEPAPER,Codechef
Max Circumference,MAXCIR,6,10.77,https://www.codechef.com/problems/MAXCIR,Codechef
Ciel and password cracking,CIELHACK,6,100,https://www.codechef.com/problems/CIELHACK,Codechef
Martial Arts,MARTARTS,6,42.11,https://www.codechef.com/problems/MARTARTS,Codechef
Quasi-Polynomial Sum,QPOLYSUM,6,17.07,https://www.codechef.com/problems/QPOLYSUM,Codechef
Longest Article,LONGART,6,8.57,https://www.codechef.com/problems/LONGART,Codechef
Needles and Pins,NPIN,6,50,https://www.codechef.com/problems/NPIN,Codechef
Avoid Wasting,AVDWAST,6,10.53,https://www.codechef.com/problems/AVDWAST,Codechef
Chef Protection Plan,CPP,6,31.18,https://www.codechef.com/problems/CPP,Codechef
Minimal Weighted Digit Sum,MINWDSUM,6,20,https://www.codechef.com/problems/MINWDSUM,Codechef
McHefs 3D Logo,LOGO,6,85.71,https://www.codechef.com/problems/LOGO,Codechef
Inverse Binomial Coefficient,INVBINCF,6,46.15,https://www.codechef.com/problems/INVBINCF,Codechef
Make It Zero 3,LMATRIX3,6,54.55,https://www.codechef.com/problems/LMATRIX3,Codechef
Push the Flow!,PUSHFLOW,6,22.58,https://www.codechef.com/problems/PUSHFLOW,Codechef
Divide or die,DIVIDEN,6,11.27,https://www.codechef.com/problems/DIVIDEN,Codechef
Payton numbers,CUSTPRIM,6,85.71,https://www.codechef.com/problems/CUSTPRIM,Codechef
Devu and Locks,DEVLOCK,6,6.86,https://www.codechef.com/problems/DEVLOCK,Codechef
Easy exam,EASYEX,6,15.09,https://www.codechef.com/problems/EASYEX,Codechef
A Christmas Pizza Puzzle,A7,7,23.91,https://www.codechef.com/problems/A7,Codechef
The Bytelandian Union,A8,7,9.33,https://www.codechef.com/problems/A8,Codechef
Toll Trolls,M4,7,33.33,https://www.codechef.com/problems/M4,Codechef
Alien language,G4,7,15.91,https://www.codechef.com/problems/G4,Codechef
Help the judge,J6,7,39.06,https://www.codechef.com/problems/J6,Codechef
Powerful Strongholds,SNCK02,7,50,https://www.codechef.com/problems/SNCK02,Codechef
The Mine Field,M1,7,20.51,https://www.codechef.com/problems/M1,Codechef
Overlapping discs,M5,7,38.89,https://www.codechef.com/problems/M5,Codechef
Lighting the shop,LIGHTING,7,3.08,https://www.codechef.com/problems/LIGHTING,Codechef
Generalized Spanning Trees,GST,7,34.62,https://www.codechef.com/problems/GST,Codechef
Stepping Numbers,STEPNUMS,7,9.86,https://www.codechef.com/problems/STEPNUMS,Codechef
Communicating Servers,SERVERS,7,35.71,https://www.codechef.com/problems/SERVERS,Codechef
Even Coefficients,EVENPOLY,7,72.73,https://www.codechef.com/problems/EVENPOLY,Codechef
Rush Hour,RUSHHOUR,7,28.07,https://www.codechef.com/problems/RUSHHOUR,Codechef
Buying Land,BUYLAND,7,32.43,https://www.codechef.com/problems/BUYLAND,Codechef
Sum Divides Product,PRDIVSUM,7,4.31,https://www.codechef.com/problems/PRDIVSUM,Codechef
Minesweeper Reversed,MINESREV,7,12.5,https://www.codechef.com/problems/MINESREV,Codechef
Preferred Cooking Schools,CKSCHOOL,7,11.54,https://www.codechef.com/problems/CKSCHOOL,Codechef
D-Power Permutations,DPOWPERM,7,18.92,https://www.codechef.com/problems/DPOWPERM,Codechef
Shortest Circuit Evaluation,SHORTCIR,7,47.22,https://www.codechef.com/problems/SHORTCIR,Codechef
Counting Hexagons,CNTHEX,7,18.92,https://www.codechef.com/problems/CNTHEX,Codechef
Yet Another Sequence,YASEQ,7,18.42,https://www.codechef.com/problems/YASEQ,Codechef
Evil Book,EVILBOOK,7,72.73,https://www.codechef.com/problems/EVILBOOK,Codechef
Short II,SHORT2,7,50,https://www.codechef.com/problems/SHORT2,Codechef
Lucky Days,LUCKYDAY,7,13.46,https://www.codechef.com/problems/LUCKYDAY,Codechef
Lame Queen Game,LAMQUGAM,7,32,https://www.codechef.com/problems/LAMQUGAM,Codechef
Two Magicians,MAGIC,7,25.93,https://www.codechef.com/problems/MAGIC,Codechef
Rearrangement,REARRAN,7,12.21,https://www.codechef.com/problems/REARRAN,Codechef
Making Change,CHANGE,7,26.32,https://www.codechef.com/problems/CHANGE,Codechef
String Query,STRQUERY,7,14.18,https://www.codechef.com/problems/STRQUERY,Codechef
Two Roads,TWOROADS,7,19.61,https://www.codechef.com/problems/TWOROADS,Codechef
Petya and Sequence,REALSET,7,37.33,https://www.codechef.com/problems/REALSET,Codechef
